abo	0.1778601574921888
canda	0.07020277378268353
cronkhite	0.07020277378268353
eb	0.052128638645254764
m2	0.07387338006046275
ml	0.07448361599864083
nos	0.4764575449910642
st	0.07020277378268353
一氧化碳	0.06744958356705105
丁型	0.07441771678851812
三叉	0.0772968525256444
三叉神经	0.05452014671043647
三头	0.22347582637590263
上下	0.07441771678851812
上消化道	0.16693852969756964
上皮	0.07020277378268353
上睑	0.07387338006046275
上端	0.22347582637590263
上肢	0.08975936946256544
上腔	0.07448361599864083
上颌	0.2947493805898473
上颌骨	0.0383598167547561
下丘脑	0.07441771678851812
下区	0.07105756138944991
下垂	0.05452014671043647
下端	0.07105756138944991
下肢	0.3769608369288706
下肢骨	0.2292340978501552
下腔	0.17889767008937593
下降	0.055526772753189714
下颌	0.0720326649359833
下颌骨	0.0772968525256444
不全	0.23047124773926936
不明	0.0720326649359833
不正	0.0772968525256444
不稳定性	0.0772968525256444
不纯性	0.07448361599864083
不育	0.17307275124520038
不育症	0.06744958356705105
不良	0.0772968525256444
不规则	0.07448361599864083
不足	0.10721294712092988
丘脑	0.07020277378268353
丝虫病	0.2223871529197919
丧失	0.07441771678851812
中叶	0.07441771678851812
中度	0.07069118481438788
中心	0.2223871529197919
中枢性	0.055526772753189714
中枢神经	0.07848099118431598
中毒	0.21268303090325405
中耳	0.21602276242764215
中耳炎	0.18368068621973935
主动脉	0.595780929172748
主动脉瓣	0.4324357329776183
主动脉瘤	0.0720326649359833
乏力	0.07448361599864083
乙型	0.14207933671380035
乙型肝炎	0.07441771678851812
乙状结肠	0.055526772753189714
乙醇	0.07020277378268353
习惯性	0.07441771678851812
乳头	0.07848099118431598
乳头状	0.21870572267083302
乳房	0.20722156483945245
乳突	0.015583110939548188
乳突炎	0.03626752979512131
乳糜	0.1716194561269427
乳腺	0.2628635677727676
乳腺炎	0.016286277161031742
乳腺病	0.06744958356705105
二头肌	0.07441771678851812
二尖瓣	0.17889767008937593
二度	0.07448361599864083
云翳	0.07448361599864083
亚急性	0.15312138398318234
亚速尔病	0.07441771678851812
亢进	0.10174075603874674
交界	0.15862730827365443
交通	0.050045106323159436
产后	0.07387338006046275
产褥期	0.315861103857302
人工流产	0.07441771678851812
代偿	0.05452014671043647
代谢	0.039240495592157976
休克	0.17473060544518526
会厌	0.023964697969571062
会阴	0.08848801134845934
会阴部	0.16693852969756964
传染性	0.039240495592157976
伤伴	0.055526772753189714
伤口	0.09955464600943667
伪膜性	0.07441771678851812
伴肝	0.07448361599864083
伴肠	0.0720326649359833
低下	0.0383598167547561
低心排	0.06744958356705105
低氧	0.07848099118431598
低氯	0.07848099118431598
低蛋白	0.07441771678851812
低血	0.052128638645254764
低颅	0.2223871529197919
体桥	0.07105756138944991
体炎	0.07848099118431598
体病	0.07448361599864083
体瘤	0.2292340978501552
体脑桥	0.07105756138944991
体质	0.07105756138944991
何杰金	0.07105756138944991
供血	0.10721294712092988
依赖	0.07020277378268353
侧切	0.0720326649359833
侧壁	0.050045106323159436
侧索	0.052128638645254764
便血	0.06744958356705105
促性腺激	0.07448361599864083
修补	0.07020277378268353
倒睫	0.5331085884991767
假体	0.2292340978501552
假性	0.2267554586231517
